,id_cmd,id_nett,id_utilisateur,type,note,avis,statut,date,heure,frais,type_nettoyage,type_canapé,type_matelas,niveau_salete,ville,nettoyage_externe,nettoyage_interne,mois
849,69756,591563,557700,auto,-1,N/A,annulée,2023-12-04,20:03,85,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-12
850,80812,398472,386869,auto,-1,N/A,annulée,2023-12-06,22:14,75,sec,Aucun,Aucun,moyen,Perpignan,FALSE,TRUE,2023-12
851,46265,555353,713816,auto,-1,N/A,annulée,2023-04-22,23:53,55,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-04
852,60056,541545,759192,auto,-1,N/A,annulée,2023-03-09,21:35,75,à l'eau,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-03
853,46265,954372,713816,auto,-1,N/A,annulée,2023-04-22,23:53,75,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,TRUE,2023-04
854,22728,852567,23641,auto,-1,N/A,annulée,2023-03-15,20:06,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-03
855,40793,468203,471559,auto,-1,N/A,annulée,2023-09-01,23:38,75,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,TRUE,2023-09
856,83109,984310,637063,auto,-1,N/A,annulée,2023-07-03,17:08,55,à l'eau,Aucun,Aucun,léger,Portes-lès-Valence,TRUE,FALSE,2023-07
857,89802,539844,714272,auto,-1,N/A,annulée,2023-01-23,3:02,85,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-01
858,39037,398472,12987,auto,-1,N/A,annulée,2023-01-20,19:43,65,sec,Aucun,Aucun,léger,44000 Nantes,FALSE,TRUE,2023-01
859,78320,978670,616123,auto,-1,N/A,annulée,2023-05-31,15:04,65,sec,Aucun,Aucun,moyen,Poitiers,TRUE,FALSE,2023-05
860,92303,219252,264919,auto,-1,N/A,annulée,2023-09-25,17:47,55,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-09
861,46247,818091,765168,auto,-1,N/A,annulée,2023-05-27,21:50,65,à l'eau,Aucun,Aucun,léger,Besançon,FALSE,TRUE,2023-05
862,46247,883566,765168,auto,-1,N/A,annulée,2023-05-27,21:50,55,à l'eau,Aucun,Aucun,léger,Besançon,TRUE,FALSE,2023-05
863,27749,809513,922764,auto,-1,N/A,annulée,2023-02-12,20:57,75,à l'eau,Aucun,Aucun,élevé,Pornic,TRUE,FALSE,2023-02
864,62307,883566,62634,auto,-1,N/A,annulée,2023-04-11,23:46,75,à l'eau,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-04
865,59130,418578,988251,auto,-1,N/A,annulée,2023-04-03,19:11,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-04
866,91007,324729,533414,auto,-1,N/A,annulée,2023-12-17,14:00,95,sec,Aucun,Aucun,élevé,Charleville-Mézières,TRUE,TRUE,2023-12
867,49676,476819,828210,auto,-1,N/A,annulée,2023-09-15,19:08,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-09
868,66531,80996,153535,auto,-1,N/A,annulée,2023-04-03,16:56,75,sec,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-04
869,53184,878827,819996,auto,-1,N/A,annulée,2023-01-09,23:40,85,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-01
870,76255,19731,922795,auto,-1,N/A,annulée,2023-06-30,22:39,65,sec,Aucun,Aucun,moyen,Dieppe,TRUE,FALSE,2023-06
871,77593,281218,863015,auto,-1,N/A,annulée,2023-03-19,22:52,75,sec,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-03
872,47431,96830,232058,auto,-1,N/A,annulée,2023-06-06,15:31,75,à l'eau,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-06
873,85441,432531,159481,auto,-1,N/A,annulée,2023-06-29,20:29,95,à l'eau,Aucun,Aucun,élevé,Saint-Avold,TRUE,TRUE,2023-06
874,59373,398472,51859,auto,-1,N/A,annulée,2023-01-02,20:26,75,à l'eau,Aucun,Aucun,léger,La Grande-Motte,TRUE,TRUE,2023-01
875,71497,525496,892896,auto,-1,N/A,annulée,2023-11-08,6:58,85,sec,Aucun,Aucun,moyen,44000 Nantes,TRUE,TRUE,2023-11
876,39995,99081,238013,auto,-1,N/A,annulée,2023-07-24,9:53,95,à l'eau,Aucun,Aucun,élevé,Saint-Avold,TRUE,TRUE,2023-07
877,60511,962374,905431,auto,-1,N/A,annulée,2023-10-07,20:48,65,à l'eau,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-10
878,44589,281218,420049,auto,-1,N/A,en cours,2023-05-27,2:21,55,sec,Aucun,Aucun,léger,67000 Strasbourg,TRUE,FALSE,2023-05
879,45228,836026,838640,auto,-1,N/A,en cours,2023-09-26,20:23,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-09
880,98099,967042,858623,auto,-1,N/A,en cours,2023-06-30,5:46,55,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-06
881,56475,818091,612415,auto,-1,N/A,en cours,2023-04-24,22:49,55,à l'eau,Aucun,Aucun,léger,Avignon,TRUE,FALSE,2023-04
882,65330,373196,158621,auto,-1,N/A,en cours,2023-07-16,1:20,75,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,TRUE,2023-07
883,58672,102579,565837,auto,-1,N/A,en cours,2023-05-11,22:38,55,sec,Aucun,Aucun,léger,Reims,TRUE,FALSE,2023-05
884,55393,514377,300735,auto,-1,N/A,en cours,2023-05-08,5:01,75,sec,Aucun,Aucun,léger,Roanne,TRUE,TRUE,2023-05
885,29400,883566,543104,auto,-1,N/A,en cours,2023-09-12,21:35,85,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-09
886,60239,954372,106117,auto,-1,N/A,en cours,2023-09-21,22:12,75,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,TRUE,2023-09
887,98701,739346,375319,auto,-1,N/A,en cours,2023-05-08,18:59,85,sec,Aucun,Aucun,moyen,Caen,TRUE,TRUE,2023-05
888,24267,211817,5613,auto,-1,N/A,en cours,2023-08-01,11:17,75,à l'eau,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-08
889,68619,984310,549713,auto,-1,N/A,en cours,2023-02-06,12:11,85,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-02
890,97551,984310,523950,auto,-1,N/A,en cours,2023-12-06,4:41,95,à l'eau,Aucun,Aucun,élevé,Charleville-Mézières,TRUE,TRUE,2023-12
891,96378,863961,644900,auto,-1,N/A,en cours,2023-12-05,18:02,75,sec,Aucun,Aucun,léger,67000 Strasbourg,TRUE,TRUE,2023-12
892,92955,84198,826725,auto,-1,N/A,en cours,2023-01-04,22:03,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-01
893,46660,882373,21113,auto,-1,N/A,en cours,2023-03-06,23:08,75,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-03
894,90424,946842,823400,auto,-1,N/A,en cours,2023-02-19,15:10,75,à l'eau,Aucun,Aucun,élevé,Nevers,TRUE,FALSE,2023-02
895,36835,525496,238611,auto,-1,N/A,en cours,2023-09-25,4:06,75,à l'eau,Aucun,Aucun,moyen,Prades,FALSE,TRUE,2023-09
896,24525,954372,163423,auto,-1,N/A,en cours,2023-08-13,6:58,65,sec,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-08
897,51903,984310,324781,auto,-1,N/A,en cours,2023-01-07,20:43,75,à l'eau,Aucun,Aucun,élevé,67000 Strasbourg,TRUE,FALSE,2023-01
898,65177,70861,646218,auto,-1,N/A,en cours,2023-11-23,23:13,75,à l'eau,Aucun,Aucun,léger,67000 Strasbourg,TRUE,TRUE,2023-11
899,24057,739346,94040,auto,-1,N/A,en cours,2023-10-18,15:55,95,à l'eau,Aucun,Aucun,élevé,Châteauroux,TRUE,TRUE,2023-10
900,57260,984310,787855,auto,-1,N/A,en cours,2023-03-15,20:23,85,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-03
901,90784,132177,396538,auto,-1,N/A,en cours,2023-02-05,5:54,65,à l'eau,Aucun,Aucun,moyen,Chartres,TRUE,FALSE,2023-02
902,42822,640435,196418,auto,-1,N/A,en cours,2023-02-06,23:25,75,à l'eau,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-02
903,27349,281218,987883,auto,-1,N/A,en cours,2023-08-12,7:23,55,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-08
904,58834,418578,645301,auto,-1,N/A,en cours,2023-02-03,12:00,95,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,TRUE,2023-02
905,95126,385598,900331,auto,-1,N/A,en cours,2023-04-04,21:56,85,sec,Aucun,Aucun,moyen,La Baule-Escoublac,TRUE,TRUE,2023-04
906,27744,80996,19246,auto,-1,N/A,en cours,2023-11-20,21:07,85,sec,Aucun,Aucun,élevé,Saint-Avold,FALSE,TRUE,2023-11
907,88878,708501,499695,auto,-1,N/A,en cours,2023-12-06,4:56,75,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-12
908,75712,882373,612508,auto,-1,N/A,en cours,2023-05-07,21:45,75,à l'eau,Aucun,Aucun,léger,Rumilly,TRUE,TRUE,2023-05
909,33419,739346,113356,auto,-1,N/A,en cours,2023-12-16,10:00,65,sec,Aucun,Aucun,moyen,Rodez,TRUE,FALSE,2023-12
910,42080,739346,34953,auto,-1,N/A,en cours,2023-10-10,5:23,65,à l'eau,Aucun,Aucun,léger,69002 Lyon,FALSE,TRUE,2023-10
911,68726,818091,437224,auto,-1,N/A,en cours,2023-10-02,21:52,65,sec,Aucun,Aucun,moyen,La Grande-Motte,TRUE,FALSE,2023-10
912,30411,418578,646218,auto,-1,N/A,en cours,2023-09-23,20:59,75,à l'eau,Aucun,Aucun,moyen,Épernay,FALSE,TRUE,2023-09
913,80165,385598,467911,auto,-1,N/A,en cours,2023-05-10,4:11,75,sec,Aucun,Aucun,moyen,67000 Strasbourg,FALSE,TRUE,2023-05
914,17239,494684,799280,auto,-1,N/A,en cours,2023-04-15,15:44,75,à l'eau,Aucun,Aucun,moyen,Lisieux,FALSE,TRUE,2023-04
915,69485,883566,21352,auto,-1,N/A,en cours,2023-08-09,5:16,95,à l'eau,Aucun,Aucun,élevé,44000 Nantes,TRUE,TRUE,2023-08
916,45152,522812,917095,auto,-1,N/A,en cours,2023-08-31,1:49,65,sec,Aucun,Aucun,léger,Blois,FALSE,TRUE,2023-08
917,44683,591563,12661,auto,-1,N/A,en cours,2023-11-24,21:52,65,à l'eau,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-11
918,43015,892155,176414,auto,-1,N/A,en cours,2023-02-24,15:06,85,sec,Aucun,Aucun,élevé,Saint-Avold,FALSE,TRUE,2023-02
919,63411,19731,271550,auto,-1,N/A,en cours,2023-03-08,7:32,65,sec,Aucun,Aucun,moyen,Fort-de-France,TRUE,FALSE,2023-03
920,26674,281218,787855,auto,-1,N/A,en cours,2023-03-23,11:05,85,à l'eau,Aucun,Aucun,élevé,La Grande-Motte,FALSE,TRUE,2023-03
921,71424,883566,370133,auto,-1,N/A,en cours,2023-12-17,8:05,65,sec,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-12
922,49361,219252,568105,auto,-1,N/A,en cours,2023-07-12,23:20,65,sec,Aucun,Aucun,moyen,Rivesaltes,TRUE,FALSE,2023-07
923,47244,651167,908437,auto,-1,N/A,en cours,2023-06-03,9:04,65,à l'eau,Aucun,Aucun,moyen,Limoges,TRUE,FALSE,2023-06
924,51430,591563,823347,auto,-1,N/A,en cours,2023-12-17,20:53,85,sec,Aucun,Aucun,moyen,54000 Nancy,TRUE,TRUE,2023-12
925,70941,105401,34953,auto,-1,N/A,en cours,2023-09-06,13:11,55,à l'eau,Aucun,Aucun,léger,Rivesaltes,TRUE,FALSE,2023-09
926,27272,809513,857208,auto,-1,N/A,en cours,2023-09-25,3:15,75,à l'eau,Aucun,Aucun,moyen,Limoges,FALSE,TRUE,2023-09
927,24134,418578,911039,auto,-1,N/A,en cours,2023-12-18,11:48,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-12
928,10267,70861,467036,auto,-1,N/A,en cours,2023-05-22,5:10,65,à l'eau,Aucun,Aucun,léger,44000 Nantes,FALSE,TRUE,2023-05
929,40985,852567,20845,auto,-1,N/A,en cours,2023-05-17,13:23,65,sec,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-05
930,78634,324729,842485,auto,-1,N/A,en cours,2023-12-26,0:00,85,sec,Aucun,Aucun,moyen,54000 Nancy,TRUE,TRUE,2023-12
931,28570,945710,311143,auto,-1,N/A,en cours,2023-11-21,3:51,75,à l'eau,Aucun,Aucun,léger,Le Mans,TRUE,TRUE,2023-11
932,60951,938056,456837,auto,-1,N/A,en cours,2023-07-26,5:26,55,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-07
933,67347,887300,319307,auto,-1,N/A,en cours,2023-07-07,1:37,75,sec,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-07
934,67830,708501,736432,auto,-1,N/A,en cours,2023-04-16,20:37,55,à l'eau,Aucun,Aucun,léger,54000 Nancy,TRUE,FALSE,2023-04
935,12058,385598,325055,auto,-1,N/A,en cours,2023-02-26,20:30,95,sec,Aucun,Aucun,élevé,Dieppe,TRUE,TRUE,2023-02
936,60331,96830,360135,auto,-1,N/A,en cours,2023-09-06,11:27,55,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-09
937,75119,809513,684293,auto,-1,N/A,en cours,2023-09-12,9:16,75,à l'eau,Aucun,Aucun,élevé,Rueil-Malmaison,TRUE,FALSE,2023-09
938,33376,195630,210530,auto,-1,N/A,en cours,2023-03-04,23:11,55,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-03
939,97065,373196,734074,auto,-1,N/A,en cours,2023-01-13,16:02,65,sec,Aucun,Aucun,moyen,Port-Saint-Louis-du-Rhône,TRUE,FALSE,2023-01
940,31996,607664,210530,auto,-1,N/A,en cours,2023-09-02,22:26,85,à l'eau,Aucun,Aucun,élevé,Nice,FALSE,TRUE,2023-09
941,10856,219252,605512,auto,-1,N/A,en cours,2023-03-07,16:48,85,sec,Aucun,Aucun,élevé,54000 Nancy,FALSE,TRUE,2023-03
942,77953,219252,895688,auto,-1,N/A,en cours,2023-01-29,15:39,75,sec,Aucun,Aucun,élevé,Lorient,TRUE,FALSE,2023-01
943,52967,276466,838640,auto,-1,N/A,en cours,2023-06-15,11:36,85,à l'eau,Aucun,Aucun,élevé,Saint-Avold,FALSE,TRUE,2023-06
944,57467,432531,228491,auto,-1,N/A,en cours,2023-07-11,13:33,65,sec,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-07
945,41421,385598,198565,auto,-1,N/A,en cours,2023-02-09,10:02,85,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-02
946,89107,978670,80864,auto,-1,N/A,en cours,2023-02-08,16:44,75,sec,Aucun,Aucun,élevé,Annecy,TRUE,FALSE,2023-02
947,66296,978670,439210,auto,-1,N/A,en cours,2023-12-18,22:15,95,sec,Aucun,Aucun,élevé,Roanne,TRUE,TRUE,2023-12
948,91358,708501,308884,auto,-1,N/A,en cours,2023-09-30,0:05,65,sec,Aucun,Aucun,moyen,Pontivy,TRUE,FALSE,2023-09
949,19401,476819,354573,auto,-1,N/A,en cours,2023-06-21,20:37,65,sec,Aucun,Aucun,moyen,Pontoise,TRUE,FALSE,2023-06
950,66941,331284,663251,auto,-1,N/A,en cours,2023-06-12,22:49,75,sec,Aucun,Aucun,élevé,Charleville-Mézières,TRUE,FALSE,2023-06
951,88164,494684,968244,auto,-1,N/A,en cours,2023-05-12,5:51,75,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-05
952,34069,978670,722395,auto,-1,N/A,en cours,2023-05-30,23:24,75,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-05
953,97618,748834,791764,auto,-1,N/A,en cours,2023-06-02,21:05,75,sec,Aucun,Aucun,élevé,Saint-Étienne,TRUE,FALSE,2023-06
954,41818,676651,273021,auto,-1,N/A,en cours,2023-04-26,1:47,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-04
955,93465,80996,892300,auto,-1,N/A,en cours,2023-12-28,12:49,75,sec,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-12
956,12917,954372,716727,auto,-1,N/A,en cours,2023-05-24,22:26,65,à l'eau,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-05
957,47371,984310,543750,auto,-1,N/A,en cours,2023-03-25,14:51,55,sec,Aucun,Aucun,léger,Strasbourg,TRUE,FALSE,2023-03
958,49089,202781,870388,auto,-1,N/A,en cours,2023-08-04,16:17,75,sec,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-08
959,13503,748834,685341,auto,-1,N/A,en cours,2023-05-23,7:38,75,à l'eau,Aucun,Aucun,élevé,La Grande-Motte,TRUE,FALSE,2023-05
960,29213,522812,830284,auto,-1,N/A,en cours,2023-02-06,6:28,75,à l'eau,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-02
961,77320,748834,854910,auto,-1,N/A,en cours,2023-06-20,3:52,75,sec,Aucun,Aucun,élevé,Riom,TRUE,FALSE,2023-06
962,55953,99081,562249,auto,-1,N/A,en cours,2023-05-28,22:58,75,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-05
963,16854,878827,961181,auto,-1,N/A,en cours,2023-06-14,8:33,75,à l'eau,Aucun,Aucun,élevé,75009 Paris,TRUE,FALSE,2023-06
964,40446,79823,761207,auto,-1,N/A,en cours,2023-08-24,12:40,75,sec,Aucun,Aucun,élevé,Périgueux,TRUE,FALSE,2023-08
965,84281,708501,779153,auto,-1,N/A,en cours,2023-03-09,9:56,75,sec,Aucun,Aucun,moyen,Gérardmer,FALSE,TRUE,2023-03
966,13176,945710,212468,auto,-1,N/A,en cours,2023-08-18,3:38,75,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,TRUE,2023-08
967,62308,555353,400155,auto,-1,N/A,en cours,2023-01-24,19:24,75,à l'eau,Aucun,Aucun,élevé,Saint-Étienne,TRUE,FALSE,2023-01
968,43351,892155,339169,auto,-1,N/A,en cours,2023-03-25,4:03,75,sec,Aucun,Aucun,élevé,Rueil-Malmaison,TRUE,FALSE,2023-03
969,54758,945710,277160,auto,-1,N/A,en cours,2023-09-05,16:09,85,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-09
970,70653,514377,229294,auto,-1,N/A,en cours,2023-09-18,18:58,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-09
971,60635,525496,30846,auto,-1,N/A,en cours,2023-06-10,20:32,85,à l'eau,Aucun,Aucun,moyen,Le Mans,TRUE,TRUE,2023-06
972,71524,525496,941097,auto,-1,N/A,en cours,2023-07-26,20:52,75,sec,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-07
973,99086,19731,84873,auto,-1,N/A,en cours,2023-02-01,3:06,85,sec,Aucun,Aucun,élevé,Saint-Avold,FALSE,TRUE,2023-02
974,16891,984310,565837,auto,-1,N/A,en cours,2023-07-06,19:04,85,à l'eau,Aucun,Aucun,moyen,35000 Rennes,TRUE,TRUE,2023-07
975,85176,549823,16181,auto,-1,N/A,en cours,2023-12-03,5:39,95,à l'eau,Aucun,Aucun,élevé,Saint-Avold,TRUE,TRUE,2023-12
976,61605,514459,492279,auto,-1,N/A,en cours,2023-10-12,21:23,55,à l'eau,Aucun,Aucun,léger,Le Mans,TRUE,FALSE,2023-10
977,86932,398472,379339,auto,-1,N/A,en cours,2023-10-31,22:53,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-10
978,45109,195630,602632,auto,-1,N/A,en cours,2023-11-15,20:06,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-11
979,62918,398472,122946,auto,-1,N/A,en cours,2023-12-07,5:47,75,sec,Aucun,Aucun,moyen,Orange,FALSE,TRUE,2023-12
980,28144,831886,447510,auto,-1,N/A,en cours,2023-10-24,13:23,75,sec,Aucun,Aucun,élevé,Besançon,TRUE,FALSE,2023-10
981,53468,202781,965767,auto,-1,N/A,en cours,2023-08-05,14:47,75,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,TRUE,2023-08
982,49725,978670,467911,auto,-1,N/A,en cours,2023-09-13,1:51,55,à l'eau,Aucun,Aucun,léger,Rivesaltes,TRUE,FALSE,2023-09
983,54319,549823,68534,auto,-1,N/A,en cours,2023-04-20,1:31,85,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-04
984,77617,276466,858623,auto,-1,N/A,en cours,2023-10-29,4:45,75,sec,Aucun,Aucun,élevé,Clermont-Ferrand,TRUE,FALSE,2023-10
985,92515,341893,31312,auto,-1,N/A,en cours,2023-07-23,20:25,75,à l'eau,Aucun,Aucun,élevé,75009 Paris,TRUE,FALSE,2023-07
986,73277,195630,607687,auto,-1,N/A,en cours,2023-11-02,7:57,55,sec,Aucun,Aucun,léger,Riom,TRUE,FALSE,2023-11
987,23674,385598,764814,auto,-1,N/A,en cours,2023-03-12,7:22,85,à l'eau,Aucun,Aucun,élevé,Saint-Avold,FALSE,TRUE,2023-03
988,84233,219252,21113,auto,-1,N/A,en cours,2023-03-03,23:53,85,sec,Aucun,Aucun,élevé,69002 Lyon,FALSE,TRUE,2023-03
989,72074,917301,929637,auto,-1,N/A,en cours,2023-09-19,23:44,55,sec,Aucun,Aucun,léger,Épernay,TRUE,FALSE,2023-09
990,10062,281218,574899,auto,-1,N/A,en cours,2023-10-15,3:51,75,à l'eau,Aucun,Aucun,élevé,Aix-en-Provence,TRUE,FALSE,2023-10
991,57260,954372,787855,auto,-1,N/A,en cours,2023-03-15,20:23,75,sec,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-03
992,71524,978670,941097,auto,-1,N/A,en cours,2023-07-26,20:52,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-07
993,75712,591563,612508,auto,-1,N/A,en cours,2023-05-07,21:45,65,à l'eau,Aucun,Aucun,léger,Rumilly,FALSE,TRUE,2023-05
994,51903,836026,324781,auto,-1,N/A,en cours,2023-01-07,20:43,95,à l'eau,Aucun,Aucun,élevé,67000 Strasbourg,TRUE,TRUE,2023-01
995,49089,748834,870388,auto,-1,N/A,en cours,2023-08-04,16:17,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-08
996,27272,917301,857208,auto,-1,N/A,en cours,2023-09-25,3:15,65,à l'eau,Aucun,Aucun,moyen,Limoges,TRUE,FALSE,2023-09
997,36835,237937,238611,auto,-1,N/A,en cours,2023-09-25,4:06,65,à l'eau,Aucun,Aucun,moyen,Prades,TRUE,FALSE,2023-09
